product_code,brand_name,generic_name,brand_description,department,dosage_form,unit,category,raw_cost,company,full_pack_quantity,unit_quantity
6013401.00,feldene,,FELDENE CAPS 20MG X 30,Pharmacy,CAPSULES,BLISTER,,4000,,30,10
6008937.00,FELGIN,,FELGIN CAPS 20MG X 100,Pharmacy,CAPSULES,BLISTER,,215,,100,10
6013425.00,felodipine,,FELODIPINE TABS 10MG X 28 [BLISTER],Pharmacy,TABLETS,BLISTER,,1950,,28,14
8904180000000.00,Felvin,Piroxicam,FELVIN CAPS 20MG X 100,Pharmacy,CAPSULES,SACHET,,700,GREENLIFE PHARMACEUTICALS LIMITED,100,10
UFEL11,FELXICAM,Piroxicam,FELXICAM CAPS 20MG X 100,Pharmacy,CAPSULES,BLISTER,,1900,HOVID,100,10
,fenofibrate 160mg,,FENOFIBRATE 160MG TABS  X 30,Pharmacy,TABLETS,PACK,,3000,ONYI-JEK GLOBAL RESOURCES,30,15
5477.00,ferbelan fort,,FERBELAN FORTE CAPS  X 30,Pharmacy,CAPSULES,BLISTER,,300,,30,10
1002002.00,FERROLAB-12 SHORT PACK,,FERROLAB-12 CAPS  X 30,Pharmacy,CAPSULES,BLISTER,,190,EMBASSY PHARMCEUTICAL AND CHEM. LTD,30,15
8850770000000.00,FERROTONE,,FERROTONE CAPS  X 50,Pharmacy,CAPSULES,BLISTER,,1150,,50,10
895749000000.00,FERTILITY BLEND [FOR MEN],,FERTILITY BLEND [FOR MEN] CAPS  X 90,Pharmacy,CAPSULES,JAR,,973825,,90,1
631462000000.00,FERTILITY BLEND [FOR WOMEN],,FERTILITY BLEND [FOR WOMEN] CAPS  X 90,Pharmacy,CAPSULES,PACK,,972030,,90,1
11797.00,FEVIZ PLUS,,FEVIZ PLUS CAPS  X 30,Pharmacy,CAPSULES,BLISTER,,995,,30,10
,fexovid,,FEXOVID TABS 180MG X 28,Pharmacy,TABLETS,BLISTER,,3150,PHAMATEX NIG. LTD.,28,7
6012964.00,figo multivitamin,,FIGO MULTIVITAMIN CAPS  X 30,Pharmacy,CAPSULES,BLISTER,,190,,30,15
1009164.00,FILROXY,,FILROXY TABS 10MG X 30,Pharmacy,TABLETS,BLISTER,,2600,,30,10
8809120000000.00,FINE TEST,,FINE TEST (STRIPS)   X 2,Pharmacy,,PACK,,5200,,2,1
5017010000000.00,FINESTERIDE (TEVA),,FINESTERIDE (TEVA) TABS  X 28,Pharmacy,TABLETS,BLISTER,,1500,,28,14
5036070000000.00,FINESTREIDE,,FINESTRIDE TABS  X 28,Pharmacy,TABLETS,BLISTER,,1350,,28,14
8906010000000.00,FINSTAL-5 (FINASTERIDE),,FINSTAL-5 (FINASTERIDE) TABS 5MG X 28,Pharmacy,TABLETS,BLISTER,,2230,,28,14
1007940.00,FINSTAM,,FINSTAM CAPS 4MG X 30 [BLISTER],Pharmacy,CAPSULES,BLISTER,,4200,,30,10
1008963.00,fladipine-retard,Nifedipine,FLADIPINE-RETARD TABS 20MG X 100,Pharmacy,TABLETS,BLISTER,,1450,,100,10
6011480.00,FLAGYL,,FLAGYL TABS 400MG X 100,Pharmacy,TABLETS,BLISTER,,1835,,100,10
6008759.00,flexicam,,FLEXICAM TABS 20MG X 100,Pharmacy,TABLETS,BLISTER,,2485,,100,10
11755.00,FLEXODENE,,FLEXODENE CAPS 20MG X 50,Pharmacy,CAPSULES,BLISTER,,1950,,50,10
1003399.00,FLORANORM,,FLORANORM POWDER 250MG X 10,Pharmacy,POWDER,SACHET,,4600,,10,1
7612800000000.00,FLOTAC,,FLOTAC TABS 75MG X 20,Pharmacy,TABLETS,BLISTER,,2400,,20,10
6012746.00,flowel,,FLOWEL CAPS 0.4MG X 30,Pharmacy,CAPSULES,BLISTER,,2215,,30,10
6013143.00,FLOWEL PLUS,,FLOWEL PLUS TABS  X 30,Pharmacy,TABLETS,BLISTER,,5850,,30,10
1717.00,FLOXAPEN,Flucloxacillin,FLOXAPEN CAPS 250MG X 100,Pharmacy,CAPSULES,BLISTER,,4300,WWCVL (GSK),100,10
8232.00,FLU-J,,FLU-J TABS  X 50,Pharmacy,TABLETS,SACHET,,1200,,50,1
9556100000000.00,flucor DAY,,FLUCOR DAY CAPS  X 20,Pharmacy,CAPSULES,BLISTER,,680,HOVID,20,10
1008965.00,FLUOXETINE(MULTI COY),,FLUOXETINE(MULTI COY) CAPS 20MG X 30,Pharmacy,CAPSULES,BLISTER,,1100,,30,10
5021730000000.00,FLUTAMIIDE,,FLUTAMIDE  250MG TAB  X 84,Pharmacy,TABLETS,BLISTER,,6200,,84,21
8906000000000.00,FLUTEX,,FLUTEX TABS 20MG X 30,Pharmacy,TABLETS,BLISTER,,2100,,30,10
6012605.00,folic acid,,FOLIC ACID (MULTICOY)  TABS  X 1000,Pharmacy,TABLETS,PCS,,600,,1000,1
5891.00,FOLIC ACID,,FOLIC ACID (VITABIOTICS)  TABS  X 1000,Pharmacy,TABLETS,PCS,,800,,1000,1
6013084.00,FOLPIK XL,,FOLPIK XL TABS 10MG X 28,Pharmacy,TABLETS,BLISTER,,1900,,28,14
6013085.00,FOLPIK XL,,FOLPIK XL TABS 5MG X 28,Pharmacy,TABLETS,BLISTER,,1700,,28,14
4009930000000.00,FOR JOINTS(AKTIV),,FOR JOINTS(AKTIV) CAPS  X 30,Pharmacy,CAPSULES,BLISTER,,1900,AGARY PHARMACEUTICALS LIMITED,30,10
8906040000000.00,FORBETIC,,FORBETIC TABS  X 30,Pharmacy,TABLETS,BLISTER,,420,,30,10
8240.00,FORMALDEHYDE 40%VOL(LITRES),,FORMALDEHYDE 40%VOL(LITRES) SOLUTION  X 30,Pharmacy,SOLUTION,BOTTLE,,15000,,30,1
1008773.00,FORMET,,FORMET TABS 500MG X 30,Pharmacy,TABLETS,BLISTER,,525,,30,10
,forxiga,,FORXIGA TABS 10MG X 28,Pharmacy,TABLETS,BLISTER,,15000,,28,7
,forziga(parallel),,FORZIGA(PARALLEL) TABS 10MG X 28,Pharmacy,TABLETS,BLISTER,,14000,,28,14
6011311.00,FOURTS B,,FOURTS B CAPS  X 30,Pharmacy,CAPSULES,BLISTER,,850,,30,10
6166.00,FRALOMIN,Sulfadoxine and Pyrimethamine,FRALOMIN TABS  X 50,Pharmacy,TABLETS,SACHET,,3500,,50,1
1000258.00,FRANOL,Theophylline,FRANOL TABS 120MG X 100,Pharmacy,TABLETS,BLISTER,,1700,WWCVL (SANOFI),100,10
6008846.00,FREMIRIDE,,FREMIRIDE TABS 4MG X 30,Pharmacy,TABLETS,BLISTER,,100,,30,10
8179.00,FRUSAMIDE,,FRUSEMIDE INJ 2ML X 100,Pharmacy,INJECTION (SOLUTION),AMPOULES,,2400,,100,1
252.00,FRUSEMIDE(MULTI COY),,FRUSEMIDE(MULTI COY) TABS 40MG X 100,Pharmacy,TABLETS,BLISTER,,975,THINE FOREVER PHARMACEUTIAL,100,10
6009227.00,furosemide,,FUROSEMIDE (MULTICOY)  INJ  X 100,Pharmacy,INJECTION (POWDER),AMPOULES,,2100,,100,1
5017010000000.00,furosemide,,FUROSEMIDE (TEVA)  TABS 40MG X 28,Pharmacy,TABLETS,BLISTER,,700,,28,14
5017010000000.00,furosemide,,FUROSEMIDE TABS 20MG X 28 {TEVA},Pharmacy,TABLETS,BLISTER,,600,,28,14
1008689.00,G-CLAV,,G-CLAV TABS 1000MG X 14,Pharmacy,TABLETS,BLISTER,,1495,,14,7
1007840.00,G-CLAV X 14,,G-CLAV X 14 TABS 625MG X 14,Pharmacy,TABLETS,BLISTER,,950,,14,7
1007719.00,G-ORAL SALT,,G-ORAL SALT POWDER  X 3,Pharmacy,POWDER,SACHET,,180,,3,1
1007591.00,G-TRYP,,G-TRYP TABS  X 30,Pharmacy,TABLETS,BLISTER,,460,,30,10
5017010000000.00,gabapentin,,GABAPENTIN (MULTICOY)  TABS  X 100,Pharmacy,TABLETS,BLISTER,,5000,,100,10
6010815.00,gabapentin,,GABAPENTIN (TEVA)  TABS  X 100,Pharmacy,TABLETS,BLISTER,,4150,,100,10
6012001.00,GABAPENTIN(MEDREICH),,GABAPENTIN(MEDREICH) (HAB)  TABS 300MG X 100,Pharmacy,TABLETS,BLISTER,,4300,,100,10
6012912.00,GAINMAN 50+,,GAINMAN 50+ TABS  X 30,Pharmacy,TABLETS,BLISTER,,4300,,30,15
6012913.00,GAINWOMAN 50+,,GAINWOMAN 50+ TABS  X 30,Pharmacy,TABLETS,BLISTER,,4150,,30,15
1007406.00,GALVUS MET,,GALVUS MET TABS 50/1000MG X 60,Pharmacy,TABLETS,BLISTER,,12800,,60,10
15312.00,GALVUS MET,,GALVUS MET TABS 50/500MG X 60,Pharmacy,TABLETS,BLISTER,,11424,,60,10
1007805.00,GALVUS PLAIN,,GALVUS PLAIN TABS 50MG X 28,Pharmacy,TABLETS,BLISTER,,5388,,28,14
1007662.00,GAPRIL,Lisinopril,GAPRIL TABS 10MG X 28,Pharmacy,TABLETS,BLISTER,,390,,28,14
1007663.00,GAPRIL,Lisinopril,GAPRIL TABS 5MG X 28,Pharmacy,TABLETS,BLISTER,,360,,28,14
6013055.00,garlic,,GARLIC (GLACK)  CAPS  X 100,Pharmacy,CAPSULES,BLISTER,,650,,100,10
8908000000000.00,garlic,,GARLIC CAPS  X 100 {CLARION},Pharmacy,CAPSULES,SACHET,,900,,100,10
14897.00,GARLIC,,GARLIC CAPS  X 30,Pharmacy,CAPSULES,BLISTER,,400,,30,10
,garlic oil,,GARLIC OIL (NKOYO)  CAPS 250MG X 100,Pharmacy,CAPSULES,BLISTER,,350,NKOYO PHARM LTD,100,10
,garlic oil(emzor),,GARLIC OIL(EMZOR) SOFTGEL 650MG X 30,Pharmacy,SOFTGEL,BLISTER,,700,EMZOR PHARMACEUTICAL INDUSTRIES,30,15
,garlic(embassy),,GARLIC(EMBASSY) CAPS  X 100,Pharmacy,CAPSULES,SACHET,,650,EMBASSY PHARMCEUTICAL AND CHEM. LTD,100,10
,gastrosam,,GASTROSAM CAPS  X 42,Pharmacy,CAPSULES,BLISTER,,3600,,42,6
1007965.00,GEBEDOL FORTE,,GEBEDOL FORTE TABS  X 60,Pharmacy,TABLETS,PACK,,1170,,60,6
8356.00,Gelovit,,GELOVIT CAPS  X 30,Pharmacy,CAPSULES,BLISTER,,200,,30,15
11936.00,GELOVIT FORTE,,GELOVIT FORTE CAPS  X 30,Pharmacy,CAPSULES,BLISTER,,250,,30,15
7517.00,Gentalek,Gentamicin,GENTALEK INJ 80MG 2ML,Pharmacy,INJECTION (POWDER),AMPOULES,,12500,,50,2ML
5376.00,GENTAMYCIN,Gentamicin,GENTAMYCIN 280MG/2ML INJ X 100,Pharmacy,INJECTION (SOLUTION),AMPOULES,,1,,100,1
1788.00,GENTAMYCIN,Gentamicin,GENTAMYCIN INJ 80MG 2ML,Pharmacy,INJECTION (SOLUTION),AMPOULES,,2100,,100,2ML
6013480.00,GERDICID,,GERDICID TABS  X 50,Pharmacy,TABLETS,BLISTER,,4250,EXPHARLAB LIMITED,50,1
8904010000000.00,GERICARE X 30,,GERICARE X 30 CAPS  X 30,Pharmacy,CAPSULES,BLISTER,,10200,,30,10
8901300000000.00,GESTID,Alumina and Simethicone,GESTID TABS  X 20,Pharmacy,TABLETS,FOIL STRIP,,280,,20,10
1008780.00,GESTIN TAB,,GESTIN TAB   X 20,Pharmacy,,BLISTER,,205,,20,10
8806450000000.00,GESTOMIL,,GESTOMIL CAPS  X 20,Pharmacy,CAPSULES,BLISTER,,1210,,20,10
6012554.00,GETRYL,,GETRYL TABS 2MG X 30,Pharmacy,TABLETS,BLISTER,,760,,30,10
6012555.00,GETRYL,Glimepiride,GETRYL TABS 3MG X 20,Pharmacy,TABLETS,BLISTER,,990,,20,10
6013234.00,GETRYL,,GETRYL TABS 4MG X 30,Pharmacy,TABLETS,BLISTER,,1100,,30,10
6010674.00,GETZOME,,GETZOME POWDER 20MG X 10,Pharmacy,POWDER,SACHET,,1070,,10,1
1007882.00,GG COLD,,GG COLD TABS  X 100,Pharmacy,TABLETS,BLISTER,,530,GENEITH PHARM. LIMITED,100,10
6012773.00,gilanox,,GILANOX TABS 500MG/25MG X 150,Pharmacy,TABLETS,PACK,,3150,,150,3
6012269.00,GIMET,,GIMET TABS 250MG X 100,Pharmacy,TABLETS,BLISTER,,1500,,100,10
8935020000000.00,GINCAN,,GINCAN CAPS  X 30,Pharmacy,CAPSULES,BLISTER,,1455,,30,10
6010939.00,GINOFORCE MULTIVITAMIN,,GINOFORCE MULTIVITAMIN CAPS  X 30,Pharmacy,CAPSULES,BLISTER,,300,,30,15
6008921.00,ginovera,,GINOVERA CAPS  X 30,Pharmacy,CAPSULES,BLISTER,,350,,30,15
11782.00,GINS-UP MULTIVITAMINE,,GINS-UP MULTIVITAMINE CAPS  X 30,Pharmacy,CAPSULES,BLISTER,,320,,30,15
8850770000000.00,Ginsomin,,GINSOMIN CAPS  X 30,Pharmacy,CAPSULES,BLISTER,,2100,,30,10
8850770000000.00,GINSOMIN EVE,,GINSOMIN EVE TABS  X 30,Pharmacy,TABLETS,BLISTER,,3400,,30,10
8906040000000.00,GINSOMULT,,GINSOMULT CAPS  X 30,Pharmacy,CAPSULES,BLISTER,,295,AWARD GLOBAL COMPANY LTD.,30,15
11542.00,GINSTAR MULTIVITAMIN,,GINSTAR MULTIVITAMIN CAPS  X 30,Pharmacy,CAPSULES,BLISTER,,440,,30,15
8906000000000.00,GINTONE MULTIVITAMIN,,GINTONE MULTIVITAMIN CAPS  X 30,Pharmacy,CAPSULES,BLISTER,,280,,30,15
14805.00,GIVING SET,,GIVING SET   X 50,Pharmacy,,SACHET,,4000,,50,1
,GIVING SET(BSMITH),,GIVING SET(BSMITH)   X 25,Pharmacy,,PCS,,1900,BLUE SUMMITH HEALTHCARE LTD,25,1
1000225.00,Glanil,Glibenclamide,GLANIL TABS 5MG X 100,Pharmacy,TABLETS,BLISTER,,910,NIGERIAN GERMAN CHEMICALS,100,10
,glasodex,Bicalutamide,GLASODEX TABS 50MG X 30,Pharmacy,TABLETS,BLISTER,,7500,GLOBAL HEALTHCARE LTD,30,10
6012503.00,GlEPID,,GLEPID TABS 2MG X 30,Pharmacy,TABLETS,BLISTER,,1300,,30,10
,gliclazide,,GLICLAZIDE (TEVA)  TABS 80MG X 28,Pharmacy,TABLETS,BLISTER,,950,,28,14
5012730000000.00,gliclazide,,GLICLAZIDE (VIXA)  TABS 80MG X 60,Pharmacy,TABLETS,BLISTER,,495,,60,10
6012620.00,GLIPITA-M,,GLIPITA-M TABS 50MG/1000MG X 30,Pharmacy,TABLETS,BLISTER,,2450,,30,10
,GLO COD LIVER OIL,Cod Liver Oil,GLO COD LIVER OIL CAPS 1000MG X 30,Pharmacy,CAPSULES,BLISTER,,450,GOLD MOORE INTERNATIONAL LTD.,30,15
6347.00,GLO COD LIVER OIL,,GLO COD LIVER OIL CAPS 300mg X 30,Pharmacy,CAPSULES,BLISTER,,195,,30,15
12123.00,GLO SENG MULTIVITAMIN,,GLO SENG MULTIVITAMIN CAPS  X 30,Pharmacy,CAPSULES,BLISTER,,235,,30,15
,glotol,,GLOTOL LOZENGES  X 216,Pharmacy,LOZENGES,BLISTER,,1300,,216,6
6009296.00,gluben,,GLUBEN TABS 5MG X 100,Pharmacy,TABLETS,BLISTER,,780,,100,10
1008711.00,GLUCO-C,,GLUCO-C  200MG X 24,Pharmacy,,SACHET,,40,E-GLOBA PHARMACEUTICAL LTD (GMBH),24,1
6012799.00,GlUCODIX ER,,GLUCODIX ER TABS 1000MG X 100,Pharmacy,TABLETS,BLISTER,,4400,,100,10
6012333.00,GlUCODIX ER,,GLUCODIX ER TABS 500MG X 100,Pharmacy,TABLETS,BLISTER,,2100,,100,10
,glucodix,,GLUCODIX TABS 500MG X 100,Pharmacy,TABLETS,BLISTER,,850,CODIX PHARMA LIMITED,100,10
8906040000000.00,gluconorm,,GLUCONORM TABS 1G X 100,Pharmacy,TABLETS,BLISTER,,3900,ZOLON HEALTHCARE LIMITED,100,10
6009352.00,gluconorm,,GLUCONORM TABS 500MG X 100,Pharmacy,TABLETS,BLISTER,,2900,,100,10
1001208.00,Glucophage,Metformin,GLUCOPHAGE (MERCK)  TABS 500MG X 84,Pharmacy,TABLETS,SACHET,,5000,,84,21
1001194.00,Glucophage,Metformin,GLUCOPHAGE TABS 1000MG X 30,Pharmacy,TABLETS,BLISTER,,2510,,30,15
6012823.00,Glucophage,,GLUCOPHAGE TABS 850MG X 30,Pharmacy,TABLETS,BLISTER,,1650,,30,15
,glucophage XR,,GLUCOPHAGE XR TABS 1000MG X 30,Pharmacy,TABLETS,BLISTER,,3000,WWCVL (MERCK),30,10
,glucophage(merck),,GLUCOPHAGE(MERCK) TABS 500MG X 30,Pharmacy,TABLETS,BLISTER,,1560,WWCVL (MERCK),30,15
,Glucophage(parallel),,GLUCOPHAGE(PARALLEL) TABS 1000MG X 100,Pharmacy,TABLETS,BLISTER,,7000,,100,10
8082.00,GLUCOSE,,GLUCOSE TABS  X 50 {PAPILOLLON`S},Pharmacy,TABLETS,SACHET,,2100,,50,6
8904030000000.00,glucose-d(GREENLIFE),,GLUCOSE-D(GREENLIFE)   X 34,Pharmacy,,JAR,,4080,,34,1
3596540000000.00,GLUCOVANCE 500MG/5MG,,GLUCOVANCE 500MG/5MG TABS  X 30,Pharmacy,TABLETS,SACHET,,3300,,30,15
3596540000000.00,GLUCOVANCE,,GLUCOVANCE TABS 500/2.5MG X 30,Pharmacy,TABLETS,BLISTER,,3200,,30,15
6156000000000.00,GLUFORMIN,,GLUFORMIN TABS 500MG X 100,Pharmacy,TABLETS,BLISTER,,1040,,100,10
6010172.00,go cold,,GO COLD TABS  X 100,Pharmacy,TABLETS,BLISTER,,6250,,100,10
6009650000000.00,GO MAN,,GO MAN TABS  X 60,Pharmacy,TABLETS,JAR,,1780,,60,1
10734.00,GOGNITOL,,GOGNITOL TABS  X 30,Pharmacy,TABLETS,BLISTER,,1495,,30,10
1000924.00,GOMAXINE,,GOMAXINE TABS  X 50,Pharmacy,TABLETS,PACK,,8000,,50,1
6013200.00,gombefenac,,GOMBEFENAC TABS  X 100,Pharmacy,TABLETS,BLISTER,,400,,100,10
7735.00,GOYA COD LIVER OIL,,GOYA COD LIVER OIL CAPS 1000MG X 30,Pharmacy,CAPSULES,BLISTER,,995,,30,15
8338.00,GR-1000 MULTIVITAMIN,,GR-1000 MULTIVITAMIN CAPS  X 30,Pharmacy,CAPSULES,BLISTER,,630,,30,15
6012565.00,GREENTOL,,GREENTOL TABS  X 216,Pharmacy,TABLETS,BLISTER,,1800,,216,6
4009930000000.00,HAEMO VITAL(AKTIV),,HAEMO VITAL(AKTIV) TABS  X 30,Pharmacy,TABLETS,BLISTER,,1000,AGARY PHARMACEUTICALS LIMITED,30,10
6156000000000.00,haepler,,HAEPLER CAPS  X 30,Pharmacy,CAPSULES,BLISTER,,875,,30,10
6011991.00,HALDOL,,HALDOL INJ 5MG 1ML,Pharmacy,INJECTION (SOLUTION),AMPOULES,,3000,,5,1ML
1008974.00,haloperidol 10MG,,HALOPERIDOL 10MG TABS  X 1000,Pharmacy,TABLETS,PCS,,9500,,1000,1
1001279.00,haloperidol,Haloperidol Lactate,HALOPERIDOL TABS 5MG X 1000 {UNBRAN},Pharmacy,TABLETS,PCS,,6500,,1000,1
9944.00,HARTMANS,,HARTMANS (DANA)  INFUSION 500ML X 20,Pharmacy,INFUSION,BOTTLE,,150,,20,500ML
6011583.00,HB 12 PLUS,,HB 12 PLUS CAPS  X 30,Pharmacy,CAPSULES,BLISTER,,1400,,30,10
6011690.00,healthy you men(blister),,HEALTHY YOU MEN(BLISTER)   X 100,Pharmacy,,BLISTER,,4350,,100,10
6011688.00,healthy you women (blister),,HEALTHY YOU WOMEN (BLISTER)   X 100,Pharmacy,,BLISTER,,4600,,100,10
,HEMOFORCE PLUS (SHALINA),,HEMOFORCE PLUS (SHALINA) CAPS  X 30,Pharmacy,CAPSULES,BLISTER,,750,SHALINA HEALTHCARE NIGERIA LTD,30,10
9069.00,HEPATITIS B VACCINE,,HEPATITIS B VACCINE INJ 100G/5ML X 10,Pharmacy,INJECTION (SOLUTION),VIALS,,510000,,10,1
,hepatitis c test strip,,HEPATITIS C TEST STRIP   X 50,Pharmacy,,PCS,,5000,WOODLAWN PHARM LTD,50,1
6013015.00,HEROFEN,,HEROFEN TABS  X 240,Pharmacy,TABLETS,BLISTER,,800,,240,12
,HETQUENIL-200,Hydroxychloroquine,HETQUENIL-200 TABS 200MG X 100,Pharmacy,TABLETS,BLISTER,,15000,EXCEL CHARIS PHARM CHEMICAL LTD,100,10
6012571.00,HICLODOPA,,HICLODOPA TABS 250MG X 100,Pharmacy,TABLETS,BLISTER,,1600,,100,10
6012092.00,HICLOGESIC,,HICLOGESIC TABS  X 100,Pharmacy,TABLETS,BLISTER,,1500,,100,10
6012505.00,HIDRASEC(CHILDREN),,HIDRASEC(CHILDREN) POWDER 30MG X 30,Pharmacy,POWDER,SACHET,,3700,,30,1
6012504.00,HIDRASEC(INFANT),,HIDRASEC(INFANT) POWDER  X 16,Pharmacy,POWDER,SACHET,,3650,,16,1
15226.00,HISMAL (loratidine),,HISMAL (LORATIDINE) TABS 10MG X 100,Pharmacy,TABLETS,BLISTER,,1500,,100,10
,HITFENAC,Diclofenac,HITFENAC TABS 50MG X 240,Pharmacy,TABLETS,PACK,,1400,GREAT LIFE ENTERPRISES,240,12
7971.00,HIV KIT,,HIV KIT   X 25,Pharmacy,,SACHET,,17500,,25,1
UHOB01,HOBETIC,,HOBETIC TABS  X 30,Pharmacy,TABLETS,BLISTER,,2155,HOVID,30,10
uhos12,HOSTAN,Mefenamic Acid,HOSTAN  250MG CAP X 100,Pharmacy,CAPSULES,BLISTER,,2300,,100,10
10983.00,HYALURONIDASE (HYNIDOLSE),,HYALURONIDASE (HYNIDOLSE) INJ 1500IU X 10,Pharmacy,INJECTION (SOLUTION),AMPOULES,,16670,,10,1
6156000000000.00,HYDREX,Hydrochlorothiazide,HYDREX TABS 25MG X 100,Pharmacy,TABLETS,BLISTER,,930,,100,10
8806040000000.00,hydrine,,HYDRINE CAPS 500MG X 100,Pharmacy,CAPSULES,BLISTER,,6300,ALPHA PHARMACY & STORES NIG.,100,10
6008764.00,HYDROCHLOROTHIAZIDE,,HYDROCHLOROTHIAZIDE TABS 25MG X 30 {DRUGFIELD},Pharmacy,TABLETS,BLISTER,,500,,30,10
1004455.00,HYDROCORTISONE(UNBRANDED),,HYDROCORTISONE(UNBRANDED) INJ  X 10,Pharmacy,INJECTION (POWDER),VIALS,,1200,,10,1
11201.00,Hydrogen Peroxide X 12,,HYDROGEN PEROXIDE X 12   2 LIT {APPACO},Pharmacy,,BOTTLE,,450,,12,2 LIT
6009161.00,hyosine,,HYOSINE TABS  X 100,Pharmacy,TABLETS,BLISTER,,1200,,100,10
6008976.00,hypercor,,HYPERCOR TABS 10MG X 100,Pharmacy,TABLETS,BLISTER,,2100,,100,10
6008975.00,hypercor,,HYPERCOR TABS 5MG X 100,Pharmacy,TABLETS,BLISTER,,1600,,100,10
,HYPNOX,,HYPNOX TABS 1MG X 30,Pharmacy,TABLETS,BLISTER,,1800,,30,10
1003153.00,hyporetic,,HYPORETIC TABS 100/25MG X 28,Pharmacy,TABLETS,BLISTER,,1350,,28,14
8901040000000.00,IBEX,Paracetamol\Ibuprofen\Caffeine,IBEX CAPS  X 24,Pharmacy,CAPSULES,BLISTER,,365,,24,12
8902290000000.00,Ibucap,Ibuprofen,IBUCAP CAPS  X 20,Pharmacy,CAPSULES,BLISTER,,2550,,20,1
6012102.00,IBUCAP COLD AND FLU,,IBUCAP COLD AND FLU CAPS  X 25,Pharmacy,CAPSULES,BLISTER,,1680,,25,1
8902290000000.00,IBUCAP FORTE,,IBUCAP FORTE CAPS  X 200,Pharmacy,CAPSULES,PACK,,3700,SHALINA HEALTHCARE NIGERIA LTD,200,10
6012441.00,IBUCEF,,IBUCEF TABS  X 200,Pharmacy,TABLETS,PACK,,1450,,200,10
9262.00,IBUDEX,,IBUDEX  400MG TAB  X 100,Pharmacy,TABLETS,BLISTER,,1640,,100,10
6009356.00,ibuga-h3,,IBUGA-H3 TABS  X 30,Pharmacy,TABLETS,FOIL STRIP,,500,,30,10
10430.00,ibulab,,IBULAB  200MG TAB  X 50,Pharmacy,TABLETS,PACK,,1400,,50,1
6013088.00,IBUPROFEN,,IBUPROFEN (FLAMINGO)  TABS 400MG X 84,Pharmacy,TABLETS,BLISTER,,1300,,84,12
,ibuprofen dispersible(nhp),,IBUPROFEN DISPERSIBLE(NHP) TABS 200MG X 20,Pharmacy,TABLETS,BLISTER,,2050,"NEW HEIGHTS PHARMA, LTD.",20,10
1007864.00,IBUTEN,,IBUTEN TABS 200MG X 200,Pharmacy,TABLETS,PACK,,980,,200,20
1007863.00,IBUTEN,,IBUTEN TABS 400MG X 500,Pharmacy,TABLETS,PACK,,3950,,500,10
6013013.00,ICEFENAC PLUS,,ICEFENAC PLUS TABS  X 100,Pharmacy,TABLETS,BLISTER,,700,,100,10
6009297.00,ideos,,IDEOS TABS 500MG/400IU X 30,Pharmacy,TABLETS,BLISTER,,2350,,30,15
5021270000000.00,IMMUNACE(UK),,IMMUNACE(UK) CAPS  X 30,Pharmacy,CAPSULES,BLISTER,,3400,,30,15
8904010000000.00,IMMUNAL,,IMMUNAL TABS  X 30 {INDIA},Pharmacy,TABLETS,BLISTER,,2300,,30,15
6013043.00,immunboost energy drink,,IMMUNBOOST ENERGY DRINK   X 100,Pharmacy,,SACHET,,750,,100,10
6012904.00,immunboost(vit c) sachet,,IMMUNBOOST(VIT C) SACHET TABS  X 100,Pharmacy,TABLETS,BLISTER,,2190,,100,10
,IMMUNE DEFENCE,,IMMUNE DEFENCE TABS  X 100,Pharmacy,TABLETS,BLISTER,,9600,SYLKEN LIMITED,100,10
332032.00,\,,IMMUNOCAL POWDER 10G X 5,Pharmacy,POWDER,SACHET,,6250,,5,1
8906020000000.00,INDCLAV,,INDCLAV TABS 625MG X 14,Pharmacy,TABLETS,BLISTER,,715,,14,7
5000460000000.00,INDERAL,Propranolol,INDERAL TABS 40MG X 50 {ASTRAZENICA},Pharmacy,TABLETS,PCS,,3700,WWCVL (ASTRAZENICA),50,1
,INDERAL(BLISTER PACK),,INDERAL(BLISTER PACK) TABS 40MG X 50,Pharmacy,TABLETS,BLISTER,,4000,,50,10
,INDICONTIN,,INDICONTIN TABS 1.5MG X 100,Pharmacy,TABLETS,BLISTER,,7000,,100,10
8904190000000.00,INDOCID,Indomethacin,INDOCID CAPS 25MG X 100,Pharmacy,CAPSULES,BLISTER,,500,,100,10
8022.00,INH,Isoniazid,INH TABS 100MG X 1000,Pharmacy,TABLETS,PCS,,5040,,1000,1
8906060000000.00,INH,Isoniazid,INH TABS 300MG X 1000,Pharmacy,TABLETS,PCS,,4050,,1000,1
14886.00,INSTACLOP (CLOPIDOGREL),,INSTACLOP (CLOPIDOGREL) TABS 75MG X 30,Pharmacy,TABLETS,BLISTER,,1600,,30,10
6008840.00,INSTACLOP PLUS,,INSTACLOP PLUS TABS 75MG X 30,Pharmacy,TABLETS,BLISTER,,1765,,30,10
694838000000.00,INSULIN SYRINGE 100UNITS,,INSULIN SYRINGE 100UNITS   X 100,Pharmacy,,SACHET,,3900,,100,1
5996.00,INSULIN SYRINGE 40UNITS,,INSULIN SYRINGE 40UNITS   X 100,Pharmacy,,SACHET,,4165,,100,1
6013263.00,INSUPEN NEEDLE,,INSUPEN NEEDLE  30G X 100,Pharmacy,,PCS,,10000,,100,1
6009490.00,IPAC,,IPAC TABS  X 100,Pharmacy,TABLETS,PACK,,900,,100,10
